GeneID	gene_id	Entrez	Phylostrata	mainAge
DNAJC11	ENSG00000007923	55735	2	UC
RWDD1	ENSG00000111832	51389	2	UC
CISD3	ENSG00000230055	284106	2	UC
CUX1	ENSG00000257923	1523	2	UC
GPX2	ENSG00000176153	2877	2	UC
AOAH	ENSG00000136250	313	2	UC
ESCO1	ENSG00000141446	114799	2	UC
ADAT1	ENSG00000065457	23536	2	UC
ATG5	ENSG00000057663	9474	2	UC
BBS7	ENSG00000138686	55212	2	UC
PTPMT1	ENSG00000110536	114971	2	UC
SNUPN	ENSG00000169371	10073	2	UC
BMP2K	ENSG00000138756	55589	2	UC
ADO	ENSG00000181915	84890	2	UC
FAM183A	ENSG00000186973	440585	2	UC
TTC14	ENSG00000163728	151613	2	UC
SAE1	ENSG00000142230	10055	2	UC
ADPGK	ENSG00000159322	83440	2	UC
MFSD8	ENSG00000164073	256471	2	UC
FGFR1OP	ENSG00000213066	11116	2	UC
ALOXE3	ENSG00000179148	59344	2	UC
IER3IP1	ENSG00000267228	51124	2	UC
ANP32A	ENSG00000140350	8125	2	UC
DDX26B	ENSG00000268630	203522	2	UC
SMNDC1	ENSG00000119953	10285	2	UC
TTLL7	ENSG00000137941	79739	2	UC
CALML3	ENSG00000178363	810	2	UC
KLHDC10	ENSG00000128607	23008	2	UC
ZNF107	ENSG00000196247	51427	2	UC
PAN2	ENSG00000135473	9924	2	UC
WIPI2	ENSG00000157954	26100	2	UC
KRT3	ENSG00000186442	3850	2	UC
AP3B2	ENSG00000103723	8120	2	UC
ERN2	ENSG00000134398	10595	2	UC
REEP2	ENSG00000132563	51308	2	UC
ARPC5L	ENSG00000136950	81873	2	UC
ARHGAP23	ENSG00000225485	57636	2	UC
GBP2	ENSG00000162645	2634	2	UC
AQP8	ENSG00000103375	343	2	UC
PPP1R10	ENSG00000206489	5514	2	UC
COA5	ENSG00000183513	493753	2	UC
PTP4A1	ENSG00000112245	7803	2	UC
KRT4	ENSG00000170477	3851	2	UC
XRN2	ENSG00000088930	22803	2	UC
CISD2	ENSG00000145354	493856	2	UC
DENR	ENSG00000139726	8562	2	UC
SLC35D2	ENSG00000130958	11046	2	UC
DAD1	ENSG00000129562	1603	2	UC
MYO1B	ENSG00000128641	4430	2	UC
GPALPP1	ENSG00000133114	55425	2	UC
DHRS12	ENSG00000102796	79758	2	UC
CPNE9	ENSG00000144550	151835	2	UC
GSTA3	ENSG00000174156	2940	2	UC
SKIV2L	ENSG00000206353	6499	2	UC
INO80B	ENSG00000115274	83444	2	UC
INO80C	ENSG00000153391	125476	2	UC
SLC35F6	ENSG00000213699	54978	2	UC
PRKAA1	ENSG00000132356	5562	2	UC
NTMT1	ENSG00000148335	28989	2	UC
DCAF4L1	ENSG00000182308	285429	2	UC
FKBP15	ENSG00000119321	23307	2	UC
ASH2L	ENSG00000129691	9070	2	UC
CKS1B	ENSG00000268942	1163	2	UC
ANP32B	ENSG00000136938	10541	2	UC
TTC26	ENSG00000105948	79989	2	UC
SF3B4	ENSG00000263977	10262	2	UC
CAPN12	ENSG00000182472	147968	2	UC
DYNLRB1	ENSG00000125971	83658	2	UC
SMPD1	ENSG00000166311	6609	2	UC
IFRD2	ENSG00000273028	7866	2	UC
FAM21A	ENSG00000099290	55747	2	UC
DYRK1A	ENSG00000157540	1859	2	UC
MEPCE	ENSG00000146834	56257	2	UC
ABHD4	ENSG00000100439	63874	2	UC
NIPAL1	ENSG00000163293	152519	2	UC
DR1	ENSG00000117505	1810	2	UC
MIF	ENSG00000240972	4282	2	UC
HNRNPDL	ENSG00000152795	9987	2	UC
ARHGAP22	ENSG00000128805	58504	2	UC
ASPSCR1	ENSG00000169696	79058	2	UC
SLC35C2	ENSG00000080189	51006	2	UC
FAM203B	ENSG00000230567	728071	2	UC
AGO3	ENSG00000126070	192669	2	UC
IGBP1	ENSG00000089289	3476	2	UC
ATP6V0D2	ENSG00000147614	245972	2	UC
COPG1	ENSG00000181789	22820	2	UC
CSRP1	ENSG00000159176	1465	2	UC
DHX9	ENSG00000135829	1660	2	UC
DEPDC5	ENSG00000100150	9681	2	UC
CYP46A1	ENSG00000036530	10858	2	UC
PRKRIP1	ENSG00000261283	79706	2	UC
COPS3	ENSG00000141030	8533	2	UC
COPS5	ENSG00000121022	10987	2	UC
EAPP	ENSG00000129518	55837	2	UC
PPIB	ENSG00000166794	5479	2	UC
CLIC1	ENSG00000223639	1192	2	UC
CCDC42	ENSG00000161973	146849	2	UC
DCTN5	ENSG00000166847	84516	2	UC
ARFGAP1	ENSG00000101199	55738	2	UC
CREG1	ENSG00000143162	8804	2	UC
PPIL2	ENSG00000100023	23759	2	UC
METTL4	ENSG00000101574	64863	2	UC
HARBI1	ENSG00000180423	283254	2	UC
CKS2	ENSG00000123975	1164	2	UC
TTLL4	ENSG00000135912	9654	2	UC
DOCK6	ENSG00000130158	57572	2	UC
PARG	ENSG00000227345	8505	2	UC
C12orf57	ENSG00000111678	113246	2	UC
CCDC61	ENSG00000104983	729440	2	UC
CLIC6	ENSG00000159212	54102	2	UC
DISP1	ENSG00000154309	84976	2	UC
TBL1X	ENSG00000101849	6907	2	UC
PBDC1	ENSG00000269056	51260	2	UC
ARPC1B	ENSG00000130429	10095	2	UC
C7orf25	ENSG00000136197	79020	2	UC
ARPC5	ENSG00000162704	10092	2	UC
AP3M2	ENSG00000070718	10947	2	UC
PRSS16	ENSG00000112812	10279	2	UC
TBC1D23	ENSG00000036054	55773	2	UC
ACTA1	ENSG00000143632	58	2	UC
MORF4L1	ENSG00000185787	10933	2	UC
BET1L	ENSG00000177951	51272	2	UC
PRPF3	ENSG00000117360	9129	2	UC
AP4S1	ENSG00000100478	11154	2	UC
AIDA	ENSG00000186063	64853	2	UC
EDC4	ENSG00000038358	23644	2	UC
DLEC1	ENSG00000008226	9940	2	UC
N4BP2	ENSG00000078177	55728	2	UC
NMRAL1	ENSG00000153406	57407	2	UC
IRAK4	ENSG00000198001	51135	2	UC
SCN8A	ENSG00000196876	6334	2	UC
AIFM1	ENSG00000156709	9131	2	UC
ATG7	ENSG00000197548	10533	2	UC
PFDN1	ENSG00000113068	5201	2	UC
FAM63B	ENSG00000128923	54629	2	UC
MFSD5	ENSG00000182544	84975	2	UC
MECP2	ENSG00000169057	4204	2	UC
HOOK3	ENSG00000168172	84376	2	UC
EDRF1	ENSG00000107938	26098	2	UC
NKTR	ENSG00000114857	4820	2	UC
API5	ENSG00000166181	8539	2	UC
SLC30A10	ENSG00000196660	55532	2	UC
NOTCH4	ENSG00000235396	4855	2	UC
KLHL4	ENSG00000102271	56062	2	UC
CCDC93	ENSG00000125633	54520	2	UC
AGBL3	ENSG00000146856	340351	2	UC
BIN3	ENSG00000147439	55909	2	UC
H2AFX	ENSG00000188486	3014	2	UC
NXF1	ENSG00000162231	10482	2	UC
MROH1	ENSG00000179832	377711	2	UC
GRTP1	ENSG00000139835	79774	2	UC
GORASP2	ENSG00000115806	26003	2	UC
GOSR1	ENSG00000108587	9527	2	UC
CPD	ENSG00000108582	1362	2	UC
CORO6	ENSG00000167549	84940	2	UC
IFT172	ENSG00000138002	26160	2	UC
IFT46	ENSG00000269278	56912	2	UC
KPNA6	ENSG00000025800	23633	2	UC
HIST1H2BA	ENSG00000146047	255626	2	UC
CDR1	ENSG00000184258	1038	2	UC
DENND4A	ENSG00000174485	10260	2	UC
FAM50A	ENSG00000269645	9130	2	UC
MED6	ENSG00000133997	10001	2	UC
DHCR7	ENSG00000172893	1717	2	UC
CPNE1	ENSG00000214078	8904	2	UC
YWHAE	ENSG00000108953	7531	2	UC
MRPL19	ENSG00000115364	9801	2	UC
AKIRIN2	ENSG00000135334	55122	2	UC
TMEM63C	ENSG00000165548	57156	2	UC
DYDC1	ENSG00000170788	143241	2	UC
DXO	ENSG00000225682	1797	2	UC
DHRS1	ENSG00000157379	115817	2	UC
DCAF12L2	ENSG00000198354	340578	2	UC
ANO1	ENSG00000131620	55107	2	UC
GSTA2	ENSG00000244067	2938	2	UC
ATP4A	ENSG00000105675	495	2	UC
ITFG1	ENSG00000129636	81533	2	UC
DNAH2	ENSG00000183914	146754	2	UC
RABAC1	ENSG00000105404	10567	2	UC
UGT2B11	ENSG00000213759	10720	2	UC
LENG8	ENSG00000167615	114823	2	UC
HFM1	ENSG00000162669	164045	2	UC
AKR7A2	ENSG00000053371	8574	2	UC
MSH5	ENSG00000204410	4439	2	UC
DYNC1LI2	ENSG00000135720	1783	2	UC
AC104809.3	ENSG00000226321	728763	2	UC
GEN1	ENSG00000178295	348654	2	UC
GPRIN1	ENSG00000169258	114787	2	UC
DNAJA4	ENSG00000140403	55466	2	UC
CPT1A	ENSG00000110090	1374	2	UC
RABL5	ENSG00000128581	64792	2	UC
ACER3	ENSG00000078124	55331	2	UC
AQP1	ENSG00000250424	358	2	UC
CSNK2B	ENSG00000204435	1460	2	UC
EXOC7	ENSG00000182473	23265	2	UC
CLK2	ENSG00000176444	1196	2	UC
GDAP2	ENSG00000196505	54834	2	UC
TBC1D22A	ENSG00000054611	25771	2	UC
PIGS	ENSG00000087111	94005	2	UC
LIG4	ENSG00000174405	3981	2	UC
MINA	ENSG00000170854	84864	2	UC
PAPOLB	ENSG00000218823	56903	2	UC
RAD21	ENSG00000164754	5885	2	UC
DCLRE1A	ENSG00000198924	9937	2	UC
RAD23A	ENSG00000179262	5886	2	UC
ZNF630	ENSG00000269649	57232	2	UC
RAD50	ENSG00000113522	10111	2	UC
EML6	ENSG00000214595	400954	2	UC
CNOT3	ENSG00000262369	4849	2	UC
DNAJC16	ENSG00000116138	23341	2	UC
ACOX1	ENSG00000161533	51	2	UC
HIP1	ENSG00000127946	3092	2	UC
GPN2	ENSG00000142751	54707	2	UC
OGFR	ENSG00000060491	11054	2	UC
DCTN2	ENSG00000175203	10540	2	UC
IPO11	ENSG00000086200	51194	2	UC
MTMR4	ENSG00000108389	9110	2	UC
HIPK2	ENSG00000064393	28996	2	UC
EBNA1BP2	ENSG00000117395	10969	2	UC
REPIN1	ENSG00000214022	29803	2	UC
DCTN6	ENSG00000104671	10671	2	UC
IPP	ENSG00000197429	3652	2	UC
EBP	ENSG00000147155	10682	2	UC
PPA1	ENSG00000180817	5464	2	UC
METTL7B	ENSG00000170439	196410	2	UC
BDP1	ENSG00000261932	55814	2	UC
DNAJA2	ENSG00000069345	10294	2	UC
ARFGEF2	ENSG00000124198	10564	2	UC
AP1S3	ENSG00000152056	130340	2	UC
PPM1B	ENSG00000138032	5495	2	UC
NEDD1	ENSG00000139350	121441	2	UC
HIST1H2AC	ENSG00000180573	8334	2	UC
HIST1H2AD	ENSG00000196866	3013	2	UC
PSENEN	ENSG00000205155	55851	2	UC
ATP8B1	ENSG00000081923	5205	2	UC
RAC2	ENSG00000128340	5880	2	UC
CSNK2B	ENSG00000230700	1460	2	UC
HIST1H2AM	ENSG00000233224	8329	2	UC
KIF5B	ENSG00000170759	3799	2	UC
CSNK2B	ENSG00000232960	1460	2	UC
CIR1	ENSG00000138433	9541	2	UC
AGO1	ENSG00000092847	26523	2	UC
CAMK2A	ENSG00000070808	815	2	UC
RRAGB	ENSG00000083750	10325	2	UC
ALG3	ENSG00000214160	10195	2	UC
ACTBL2	ENSG00000169067	345651	2	UC
TERF1	ENSG00000147601	7013	2	UC
WDTC1	ENSG00000142784	23038	2	UC
HNRNPU	ENSG00000153187	3192	2	UC
CCDC84	ENSG00000263192	338657	2	UC
ALKBH4	ENSG00000160993	54784	2	UC
CD163L1	ENSG00000177675	283316	2	UC
HIST1H2BM	ENSG00000196374	8342	2	UC
ACTL6B	ENSG00000077080	51412	2	UC
LPIN2	ENSG00000101577	9663	2	UC
EIF4E3	ENSG00000163412	317649	2	UC
ATXN7L3	ENSG00000087152	56970	2	UC
PRPF38A	ENSG00000134748	84950	2	UC
HIST1H3E	ENSG00000196966	8350	2	UC
ACTN1	ENSG00000072110	87	2	UC
MFSD7	ENSG00000169026	84179	2	UC
CCDC90B	ENSG00000137500	60492	2	UC
AIPL1	ENSG00000129221	23746	2	UC
DOCK11	ENSG00000147251	139818	2	UC
ACTR1B	ENSG00000115073	10120	2	UC
HIST1H4A	ENSG00000196176	8294	2	UC
HIST1H4C	ENSG00000197061	8294	2	UC
BUB1B	ENSG00000156970	701	2	UC
MGAT3	ENSG00000128268	4248	2	UC
BUD13	ENSG00000137656	84811	2	UC
SMC1B	ENSG00000077935	27127	2	UC
BCKDK	ENSG00000103507	10295	2	UC
PSMC2	ENSG00000161057	5701	2	UC
RSL1D1	ENSG00000171490	26156	2	UC
DUSP4	ENSG00000120875	1846	2	UC
AHNAK	ENSG00000124942	79026	2	UC
C5orf45	ENSG00000161010	51149	2	UC
KIF5C	ENSG00000262907	3800	2	UC
PAFAH1B2	ENSG00000168092	5049	2	UC
PEX12	ENSG00000108733	5193	2	UC
VPS39	ENSG00000166887	23339	2	UC
CLN3	ENSG00000261832	1201	2	UC
FAM203A	ENSG00000235173	51236	2	UC
TEX9	ENSG00000151575	374618	2	UC
MED7	ENSG00000155868	9443	2	UC
ING4	ENSG00000111653	51147	2	UC
NAGLU	ENSG00000108784	4669	2	UC
IK	ENSG00000113141	3550	2	UC
GSG2	ENSG00000177602	83903	2	UC
ROPN1L	ENSG00000145491	83853	2	UC
MEGF10	ENSG00000145794	84466	2	UC
KRT6A	ENSG00000205420	3853	2	UC
KRT5	ENSG00000186081	3852	2	UC
CCDC146	ENSG00000135205	57639	2	UC
ACAP3	ENSG00000131584	116983	2	UC
MEGF11	ENSG00000263138	84465	2	UC
TMEM230	ENSG00000089063	29058	2	UC
C10orf76	ENSG00000120029	79591	2	UC
CTSC	ENSG00000109861	1075	2	UC
ELOVL6	ENSG00000170522	79071	2	UC
LENG1	ENSG00000273292	79165	2	UC
ANO6	ENSG00000177119	196527	2	UC
G3BP2	ENSG00000138757	9908	2	UC
AMPD1	ENSG00000116748	270	2	UC
GSTM3	ENSG00000134202	2947	2	UC
GSTM4	ENSG00000168765	2948	2	UC
TTLL3	ENSG00000214021	26140	2	UC
KCNA1	ENSG00000111262	3736	2	UC
CTSV	ENSG00000136943	1515	2	UC
KCNA2	ENSG00000177301	3737	2	UC
TMEM244	ENSG00000203756	253582	2	UC
KCNA4	ENSG00000182255	3739	2	UC
USP6NL	ENSG00000148429	9712	2	UC
KCNA6	ENSG00000151079	3742	2	UC
GNAT2	ENSG00000134183	2780	2	UC
EMC7	ENSG00000134153	56851	2	UC
RBBP5	ENSG00000117222	5929	2	UC
COTL1	ENSG00000103187	23406	2	UC
ANKRD54	ENSG00000100124	129138	2	UC
CHIC2	ENSG00000109220	26511	2	UC
CEBPZ	ENSG00000115816	10153	2	UC
SLC35D1	ENSG00000116704	23169	2	UC
FAR1	ENSG00000197601	84188	2	UC
SMYD2	ENSG00000143499	56950	2	UC
GTF2H2	ENSG00000145736	2966	2	UC
TUBA3E	ENSG00000152086	112714	2	UC
TUBA4A	ENSG00000127824	7277	2	UC
GTF2H3	ENSG00000111358	2967	2	UC
TMEM135	ENSG00000166575	65084	2	UC
NUDCD1	ENSG00000120526	84955	2	UC
RBM10	ENSG00000182872	8241	2	UC
EML5	ENSG00000165521	161436	2	UC
BAG6	ENSG00000227761	7917	2	UC
UVSSA	ENSG00000163945	57654	2	UC
CDC123	ENSG00000151465	8872	2	UC
MYO1D	ENSG00000176658	4642	2	UC
DCTN1	ENSG00000204843	1639	2	UC
AGPAT5	ENSG00000155189	55326	2	UC
KCNH7	ENSG00000184611	90134	2	UC
WDR5B	ENSG00000196981	54554	2	UC
ATP6V1F	ENSG00000128524	9296	2	UC
GNL1	ENSG00000228581	2794	2	UC
BRWD3	ENSG00000165288	254065	2	UC
WDR62	ENSG00000075702	284403	2	UC
METTL2B	ENSG00000165055	55798	2	UC
CLIC1	ENSG00000213719	1192	2	UC
DNAJC8	ENSG00000126698	22826	2	UC
CFTR	ENSG00000001626	1080	2	UC
TUBGCP2	ENSG00000130640	10844	2	UC
DNAJC7	ENSG00000168259	7266	2	UC
ZNF277	ENSG00000198839	11179	2	UC
TUBG2	ENSG00000037042	27175	2	UC
RBM34	ENSG00000188739	23029	2	UC
SF3B4	ENSG00000143368	10262	2	UC
ZNF880	ENSG00000221923	400713	2	UC
CORO2B	ENSG00000103647	10391	2	UC
CORO2A	ENSG00000106789	7464	2	UC
MOGAT2	ENSG00000166391	80168	2	UC
ARL2	ENSG00000213465	402	2	UC
NUB1	ENSG00000013374	51667	2	UC
COMMD7	ENSG00000149600	149951	2	UC
HID1	ENSG00000167861	283987	2	UC
ACTA2	ENSG00000107796	59	2	UC
SNRPB2	ENSG00000125870	6629	2	UC
RBM5	ENSG00000003756	10181	2	UC
ZNHIT3	ENSG00000108278	9326	2	UC
NUP205	ENSG00000155561	23165	2	UC
DENND6A	ENSG00000174839	201627	2	UC
PTPLA	ENSG00000261677	9200	2	UC
GYG1	ENSG00000163754	2992	2	UC
SLC2A12	ENSG00000146411	154091	2	UC
NISCH	ENSG00000010322	11188	2	UC
TMEM65	ENSG00000164983	157378	2	UC
TMEM67	ENSG00000164953	91147	2	UC
VBP1	ENSG00000268440	7411	2	UC
RBMXL1	ENSG00000213516	494115	2	UC
N6AMT2	ENSG00000150456	221143	2	UC
ENTPD4	ENSG00000197217	9583	2	UC
NUP98	ENSG00000110713	4928	2	UC
DUPD1	ENSG00000188716	338599	2	UC
ST5	ENSG00000166444	6764	2	UC
NAA15	ENSG00000164134	80155	2	UC
KCNN2	ENSG00000080709	3781	2	UC
RNF5	ENSG00000227277	6048	2	UC
BCAS2	ENSG00000116752	10286	2	UC
DUSP10	ENSG00000143507	11221	2	UC
NAA38	ENSG00000128534	51691	2	UC
NAA40	ENSG00000110583	79829	2	UC
ANKRD35	ENSG00000198483	148741	2	UC
FUS	ENSG00000089280	2521	2	UC
PTPRB	ENSG00000127329	5787	2	UC
RNFT2	ENSG00000135119	84900	2	UC
SQLE	ENSG00000104549	6713	2	UC
YPEL2	ENSG00000175155	388403	2	UC
H2AFZ	ENSG00000164032	3015	2	UC
DDX39B	ENSG00000225073	7919	2	UC
DGKB	ENSG00000136267	1607	2	UC
HNRNPA3	ENSG00000170144	220988	2	UC
RAB10	ENSG00000084733	10890	2	UC
KIAA0907	ENSG00000132680	22889	2	UC
RPL18	ENSG00000063177	6141	2	UC
ATP9B	ENSG00000166377	374868	2	UC
PSMD2	ENSG00000175166	5708	2	UC
ROMO1	ENSG00000125995	140823	2	UC
SLC35B3	ENSG00000124786	51000	2	UC
DUX4L2	ENSG00000261201	22947	2	UC
ABCF2	ENSG00000033050	10061	2	UC
PAPD5	ENSG00000121274	64282	2	UC
YWHAB	ENSG00000166913	7529	2	UC
PAPD7	ENSG00000112941	11044	2	UC
CCDC135	ENSG00000159625	84229	2	UC
ASCC2	ENSG00000100325	84164	2	UC
PLD2	ENSG00000129219	5338	2	UC
KRT6B	ENSG00000185479	3854	2	UC
DXO	ENSG00000234798	1797	2	UC
ZNF41	ENSG00000147124	7592	2	UC
RAB8B	ENSG00000166128	51762	2	UC
INO80	ENSG00000128908	54617	2	UC
CYP1A1	ENSG00000140465	1543	2	UC
CYP1A2	ENSG00000140505	1544	2	UC
EPN1	ENSG00000063245	29924	2	UC
ANO3	ENSG00000134343	63982	2	UC
AMPH	ENSG00000078053	273	2	UC
KDM2B	ENSG00000089094	84678	2	UC
ANO5	ENSG00000171714	203859	2	UC
CPSF2	ENSG00000165934	53981	2	UC
NAPA	ENSG00000105402	8775	2	UC
TMTC2	ENSG00000179104	160335	2	UC
CYP24A1	ENSG00000019186	1591	2	UC
KDM4C	ENSG00000107077	23081	2	UC
DYNLL1	ENSG00000088986	8655	2	UC
SH3GL2	ENSG00000107295	6456	2	UC
ANP32E	ENSG00000143401	81611	2	UC
HAUS1	ENSG00000152240	115106	2	UC
CPT2	ENSG00000157184	1376	2	UC
CYP27C1	ENSG00000186684	339761	2	UC
CPVL	ENSG00000106066	54504	2	UC
ANXA11	ENSG00000122359	311	2	UC
CYP2C18	ENSG00000108242	1562	2	UC
HSPA5	ENSG00000044574	3309	2	UC
NLGN4Y	ENSG00000165246	22829	2	UC
KDM6B	ENSG00000132510	23135	2	UC
DYX1C1	ENSG00000256061	161582	2	UC
INTS1	ENSG00000164880	26173	2	UC
CDO1	ENSG00000129596	1036	2	UC
GBF1	ENSG00000107862	8729	2	UC
ANXA7	ENSG00000138279	310	2	UC
CYP2J2	ENSG00000134716	1573	2	UC
CYP2U1	ENSG00000155016	113612	2	UC
TUBAL3	ENSG00000178462	79861	2	UC
ABTB1	ENSG00000114626	80325	2	UC
LMF1	ENSG00000103227	64788	2	UC
IGF2BP2	ENSG00000073792	10644	2	UC
TBC1D3B	ENSG00000224226	414059	2	UC
HMGB3	ENSG00000269411	3149	2	UC
CREB3L1	ENSG00000157613	90993	2	UC
VPS52	ENSG00000228425	6293	2	UC
VPS52	ENSG00000225590	6293	2	UC
CNPY1	ENSG00000146910	285888	2	UC
KIAA0020	ENSG00000080608	9933	2	UC
CDT1	ENSG00000167513	81620	2	UC
STK39	ENSG00000198648	27347	2	UC
ATAT1	ENSG00000234549	79969	2	UC
ERCC6L	ENSG00000186871	54821	2	UC
POLR1D	ENSG00000186184	51082	2	UC
ARFGAP3	ENSG00000242247	26286	2	UC
SF3A3	ENSG00000183431	10946	2	UC
CLIC2	ENSG00000155962	1193	2	UC
CALM3	ENSG00000160014	801	2	UC
UBE3D	ENSG00000118420	90025	2	UC
ZNF860	ENSG00000197385	344787	2	UC
TBCE	ENSG00000116957	6905	2	UC
POLR2I	ENSG00000105258	5438	2	UC
UBE3C	ENSG00000009335	9690	2	UC
FAM45A	ENSG00000119979	404636	2	UC
LONRF2	ENSG00000170500	164832	2	UC
CRIP1	ENSG00000271325	1396	2	UC
IQGAP1	ENSG00000140575	8826	2	UC
ANKRD13A	ENSG00000076513	88455	2	UC
KDM5D	ENSG00000012817	8284	2	UC
POFUT2	ENSG00000186866	23275	2	UC
HIST1H2AL	ENSG00000198374	8329	2	UC
KPNA5	ENSG00000196911	3841	2	UC
MYSM1	ENSG00000162601	114803	2	UC
C1D	ENSG00000197223	10438	2	UC
CLN3	ENSG00000188603	1201	2	UC
ATG2A	ENSG00000110046	23130	2	UC
RPL22L1	ENSG00000163584	200916	2	UC
DACH1	ENSG00000165659	1602	2	UC
AP5M1	ENSG00000053770	55745	2	UC
HNRNPLL	ENSG00000143889	92906	2	UC
TRMT10A	ENSG00000145331	93587	2	UC
KIAA1161	ENSG00000164976	57462	2	UC
NCL	ENSG00000115053	4691	2	UC
RFFL	ENSG00000092871	117584	2	UC
HNRNPUL1	ENSG00000105323	11100	2	UC
ESF1	ENSG00000089048	51575	2	UC
C1orf123	ENSG00000162384	54987	2	UC
AIG1	ENSG00000146416	51390	2	UC
FNTA	ENSG00000168522	2339	2	UC
SLC50A1	ENSG00000169241	55974	2	UC
NOTCH2	ENSG00000134250	4853	2	UC
SIL1	ENSG00000120725	64374	2	UC
HORMAD1	ENSG00000143452	84072	2	UC
HORMAD2	ENSG00000176635	150280	2	UC
STX3	ENSG00000166900	6809	2	UC
EEF1B2	ENSG00000114942	1933	2	UC
KIAA1407	ENSG00000163617	57577	2	UC
MANEA	ENSG00000172469	79694	2	UC
ESYT1	ENSG00000139641	23344	2	UC
MGAT2	ENSG00000168282	4247	2	UC
AK3	ENSG00000147853	50808	2	UC
SIPA1L3	ENSG00000105738	23094	2	UC
ANKRD39	ENSG00000213337	51239	2	UC
HIST1H4H	ENSG00000158406	8294	2	UC
HIST1H4I	ENSG00000198339	8294	2	UC
LIMA1	ENSG00000050405	51474	2	UC
CLCN2	ENSG00000114859	1181	2	UC
NXNL2	ENSG00000130045	158046	2	UC
ZNF93	ENSG00000184635	81931	2	UC
ALG13	ENSG00000101901	79868	2	UC
ATP13A5	ENSG00000187527	344905	2	UC
MAP2K1	ENSG00000169032	5604	2	UC
TMCO4	ENSG00000162542	255104	2	UC
FBXO9	ENSG00000112146	26268	2	UC
PSMD14	ENSG00000115233	10213	2	UC
DPCD	ENSG00000166171	25911	2	UC
MST4	ENSG00000134602	51765	2	UC
PIGW	ENSG00000261300	284098	2	UC
CSDE1	ENSG00000009307	7812	2	UC
EFHC2	ENSG00000183690	80258	2	UC
SKA1	ENSG00000154839	220134	2	UC
ING5	ENSG00000168395	84289	2	UC
CPNE5	ENSG00000124772	57699	2	UC
RAB6B	ENSG00000154917	51560	2	UC
CMTR2	ENSG00000180917	55783	2	UC
MEF2D	ENSG00000116604	4209	2	UC
SLC35F2	ENSG00000110660	54733	2	UC
DCAF12	ENSG00000198876	25853	2	UC
KIF17	ENSG00000117245	57576	2	UC
MAP3K7	ENSG00000135341	6885	2	UC
SKIV2L	ENSG00000228896	6499	2	UC
NDRG3	ENSG00000101079	57446	2	UC
PRKAB1	ENSG00000111725	5564	2	UC
ATP5E	ENSG00000124172	514	2	UC
EXD2	ENSG00000081177	55218	2	UC
KIF21A	ENSG00000139116	55605	2	UC
DCAF4L2	ENSG00000176566	138009	2	UC
NDUFA10	ENSG00000130414	4705	2	UC
CNIH4	ENSG00000143771	29097	2	UC
DNAJA1	ENSG00000086061	3301	2	UC
MICU1	ENSG00000107745	10367	2	UC
CACNA1H	ENSG00000196557	8912	2	UC
CACNA1I	ENSG00000100346	8911	2	UC
CSNK1D	ENSG00000141551	1453	2	UC
CSNK1E	ENSG00000213923	1454	2	UC
DNAJB12	ENSG00000148719	54788	2	UC
AQP1	ENSG00000240583	358	2	UC
CSNK2A2	ENSG00000070770	1459	2	UC
KIF4A	ENSG00000090889	24137	2	UC
DUSP3	ENSG00000108861	1845	2	UC
WDR35	ENSG00000118965	57539	2	UC
CNOT2	ENSG00000111596	4848	2	UC
CNOT11	ENSG00000158435	55571	2	UC
SURF2	ENSG00000261361	6835	2	UC
GINS3	ENSG00000181938	64785	2	UC
KIF7	ENSG00000166813	374654	2	UC
CNOT3	ENSG00000272883	4849	2	UC
KIFAP3	ENSG00000075945	22920	2	UC
DCLRE1B	ENSG00000118655	64858	2	UC
RHEBL1	ENSG00000167550	121268	2	UC
KIFC1	ENSG00000204197	3833	2	UC
MTM1	ENSG00000171100	4534	2	UC
EHMT1	ENSG00000181090	79813	2	UC
MTMR1	ENSG00000063601	8776	2	UC
RPS6KA2	ENSG00000071242	6196	2	UC
ATP6V1C1	ENSG00000155097	528	2	UC
HIPK1	ENSG00000163349	204851	2	UC
BRPF1	ENSG00000156983	7862	2	UC
SLC39A7	ENSG00000224399	7922	2	UC
EHMT2	ENSG00000204371	10919	2	UC
HS3ST6	ENSG00000162040	64711	2	UC
EI24	ENSG00000149547	9538	2	UC
BRSK1	ENSG00000160469	84446	2	UC
HIRA	ENSG00000268569	7290	2	UC
WDR6	ENSG00000178252	11180	2	UC
GCK	ENSG00000106633	2645	2	UC
POLR1E	ENSG00000137054	64425	2	UC
KCNJ12	ENSG00000260458	3768	2	UC
NOC4L	ENSG00000184967	79050	2	UC
RBM28	ENSG00000106344	55131	2	UC
QSOX2	ENSG00000261074	169714	2	UC
C20orf24	ENSG00000101084	55969	2	UC
CALM2	ENSG00000143933	801	2	UC
MLEC	ENSG00000110917	9761	2	UC
NECAP2	ENSG00000157191	55707	2	UC
RIBC1	ENSG00000269265	158787	2	UC
PPM1E	ENSG00000175175	22843	2	UC
EIF2B4	ENSG00000115211	8890	2	UC
AP3B1	ENSG00000132842	8546	2	UC
CERS5	ENSG00000139624	91012	2	UC
ANKRD13C	ENSG00000118454	81573	2	UC
PAF1	ENSG00000006712	54623	2	UC
MAGOH	ENSG00000162385	4116	2	UC
AP3S1	ENSG00000177879	1176	2	UC
CAMK1G	ENSG00000008118	57172	2	UC
HIST1H2BB	ENSG00000196226	3018	2	UC
ALG2	ENSG00000119523	85365	2	UC
