Chr	Start	End	UC	EM	MM
12	77269560	77275010	2	1	1
12	77455728	77460087	2	1	1
12	77555974	77556872	1	1	1
12	78224032	78226639	1	2	1
12	79257474	79258151	1	2	1
12	79438092	79443542	1	2	1
12	79740605	79743724	1	1	1
12	79809464	79813706	1	1	1
12	79930705	79941542	1	1	1
12	80080060	80086086	1	2	1
12	80212722	80220626	1	2	1
12	80320345	80330238	1	2	1
12	80455447	80463619	1	1	1
12	80603040	80603874	2	1	1
12	80799469	80800680	1	1	1
12	81099681	81106459	1	2	1
12	81106460	81114438	1	2	1
12	81220787	81228110	1	1	1
12	81328265	81331616	2	2	1
12	81331617	81333478	1	2	1
12	81518471	81519671	1	1	1
12	81770555	81773000	1	1	1
12	82152689	82158313	1	2	1
12	82730993	82739612	1	1	1
12	82751931	82753478	2	1	1
12	82890924	82893048	1	1	1
12	83077894	83081508	2	1	1
12	83384835	83405777	1	1	1
12	83413360	83417408	1	1	1
12	84575323	84577499	1	1	1
12	85307353	85308298	1	2	1
12	85428682	85430616	1	2	2
12	85672197	85680874	1	2	1
12	86230077	86234773	1	2	1
12	86266460	86278365	1	2	1
12	86887954	86893824	1	1	1
12	88420106	88427739	1	2	1
12	88427740	88429867	1	2	1
12	88527948	88536327	2	1	1
12	88974496	88975469	1	1	1
12	89674887	89678013	1	1	1
12	89741722	89751488	1	2	1
12	89917112	89920122	2	1	1
12	90100351	90108031	2	1	1
12	90145581	90151575	1	1	1
12	91347108	91349210	1	1	2
12	91396642	91402397	1	2	1
12	91448059	91455450	1	2	1
12	91504034	91509048	1	2	1
12	91574580	91578562	1	2	1
12	92528801	92540680	1	2	1
12	92814194	92815377	1	1	1
12	92815378	92826491	1	1	2
12	92936989	92939375	1	1	1
12	93085940	93097108	1	1	2
12	93109580	93115434	1	2	1
12	93322134	93337757	1	2	1
12	93340906	93347848	1	1	1
12	93474916	93491944	1	1	1
12	93564027	93574599	1	1	1
12	93609261	93610755	1	1	1
12	93656446	93663461	1	1	1
12	93721489	93746236	1	1	1
12	93767445	93774109	2	1	1
12	93830389	93843295	2	1	1
12	93861071	93864009	1	1	1
12	93956470	93963635	1	2	1
12	93963636	93966327	1	2	1
12	94068772	94077112	1	2	1
12	94131026	94135296	1	1	1
12	94336244	94338493	1	1	1
12	94539470	94545410	1	2	1
12	94575432	94582015	1	1	1
12	94667173	94684047	1	1	1
12	94851249	94862093	2	1	1
12	95042624	95052991	1	2	1
12	95226996	95235844	1	1	1
12	95466821	95467837	1	2	1
12	95610384	95612683	2	2	1
12	95682433	95689834	1	2	1
12	95701818	95703254	1	1	1
12	95774316	95776520	1	1	1
12	95866981	95868725	2	1	1
12	95944964	95949471	1	2	1
12	96181972	96187010	1	2	1
12	96191911	96199015	1	1	1
12	96248886	96253472	2	1	1
12	96335005	96336871	1	1	2
12	96336872	96337798	2	1	1
12	96388569	96390253	2	1	1
12	96434902	96441410	2	1	1
12	96583455	96594504	1	2	1
12	96697288	96697963	1	1	1
12	96792262	96795604	2	1	1
12	96882800	96886209	1	2	1
12	97295313	97304246	2	1	1
12	97824483	97836883	1	1	1
12	97880662	97886587	1	1	1
12	97941661	97947475	1	1	1
12	97957194	97959704	1	1	1
12	98075871	98089344	1	1	1
12	98114710	98116165	1	1	1
12	98806851	98813180	1	1	1
12	98886652	98899103	1	1	1
12	98907290	98911535	1	2	1
12	98986764	98989889	2	1	1
12	98992214	98995286	2	1	1
12	98997010	99001205	1	1	1
12	99035902	99040250	1	2	1
12	100030238	100042373	1	1	2
12	100369094	100387152	1	2	1
12	100532837	100543154	1	2	1
12	100584952	100596174	2	1	1
12	100657407	100661804	2	1	1
12	100745123	100752362	2	1	1
12	100790784	100803442	2	1	1
12	100862169	100868862	1	2	1
12	100962649	100975853	1	2	1
12	101048492	101052686	1	1	1
12	101110045	101112785	2	1	1
12	101251978	101253053	1	1	1
12	101429449	101433882	1	1	1
12	101586122	101594301	1	1	1
12	101598207	101606327	1	1	1
12	101673623	101681091	2	1	1
12	101750354	101753667	1	1	1
12	101801004	101802761	2	1	1
12	101859396	101869419	1	2	1
12	101960565	101962142	1	2	1
12	102048217	102060975	1	2	1
12	102078232	102096888	1	1	2
12	102131369	102136591	1	1	2
12	102154001	102160886	1	1	1
12	102182116	102187154	2	1	1
12	102189799	102191517	1	1	1
12	102213227	102228763	2	1	1
12	102257471	102275780	1	2	1
12	102306103	102322292	1	2	1
12	102455869	102461951	2	1	1
12	102583809	102599069	1	2	1
12	102873598	102880266	1	2	1
12	103343444	103354307	2	2	1
12	103501571	103513657	1	1	1
12	103543477	103552927	1	1	1
12	103571294	103575676	1	1	1
12	103614315	103637450	1	1	1
12	103886493	103903242	1	1	2
12	103980809	103981390	1	2	1
12	103983830	103992004	1	1	1
12	104048346	104053310	1	1	1
12	104061560	104064719	1	1	1
12	104112055	104122498	1	1	1
12	104147701	104169107	1	2	1
12	104207223	104213509	1	1	1
12	104228531	104237777	2	1	1
12	104321489	104327167	2	1	1
12	104357907	104361085	2	2	1
12	104371119	104380113	2	1	1
12	104457749	104464200	2	1	1
12	104527274	104535704	2	1	1
12	104607833	104613774	2	1	1
12	104672648	104676392	1	1	1
12	104696819	104697612	1	1	1
12	104842999	104849370	1	2	1
12	105347867	105353162	2	1	1
12	105376827	105380999	2	1	1
12	105466089	105467484	1	1	1
12	105477212	105479425	2	1	1
12	105499207	105507189	2	1	1
12	105627290	105633838	1	2	1
12	105718848	105727369	1	1	1
12	106485564	106497390	1	1	1
12	106530562	106535711	1	2	1
12	106675874	106677030	1	1	1
12	106695538	106701872	1	2	1
12	106746252	106754477	2	1	1
12	106975055	106983975	1	2	1
12	107166978	107178886	1	2	1
12	107345304	107351989	1	2	1
12	107366828	107382408	1	2	1
12	107483040	107492825	2	1	1
12	107708860	107714384	1	2	1
12	107765187	107777682	1	1	1
12	108079232	108082650	1	1	1
12	108154524	108161806	1	2	1
12	108164260	108168608	1	2	1
12	108522744	108527571	1	2	1
12	108730472	108736777	1	2	1
12	108906253	108916190	2	1	1
12	108949022	108955660	2	1	1
12	108956294	108957640	2	1	1
12	108988708	108992385	1	2	1
12	109022067	109027847	1	1	2
12	109061924	109063629	1	1	1
12	109122677	109126504	2	1	1
12	109171397	109180134	1	1	1
12	109229452	109231948	1	1	1
12	109244485	109254585	2	1	1
12	109316067	109325319	1	1	1
12	109423896	109436516	1	1	1
12	109454361	109466194	2	1	1
12	109480472	109508794	2	1	1
12	109529937	109533221	2	1	1
12	109533222	109536923	2	1	1
12	109547886	109559654	2	1	1
12	109744049	109749865	1	2	1
12	109826011	109831803	1	1	1
12	109883625	109890684	1	1	1
12	109910081	109917051	2	2	1
12	110003429	110013940	2	1	1
12	110150727	110154359	1	2	1
12	110205640	110213215	1	1	1
12	110270155	110278516	1	2	1
12	110315653	110324374	2	1	1
12	110324375	110338544	2	1	1
12	110432839	110434548	1	2	1
12	110434549	110456880	2	1	1
12	110504862	110522794	1	1	2
12	110561875	110565651	2	1	1
12	110716078	110719685	1	1	1
12	110839713	110880825	2	1	1
12	110904166	110906265	2	2	1
12	110906266	110907036	2	2	1
12	110933755	110936332	2	1	1
12	110938613	110940061	2	1	1
12	111018469	111023784	2	1	1
12	111048138	111055045	1	2	1
12	111066104	111084198	1	2	1
12	111142753	111142926	2	1	1
12	111179428	111185289	2	1	1
12	111279597	111284640	2	1	1
12	111350041	111363260	1	2	1
12	111469701	111478399	2	1	1
12	111505356	111513903	1	1	1
12	111723835	111753943	1	1	1
12	111799033	111807470	1	1	2
12	111834790	111862703	1	2	1
12	112002010	112009026	1	1	1
12	112032634	112041272	1	2	1
12	112122963	112125773	2	1	1
12	112192073	112200298	1	1	1
12	112200299	112205698	2	1	1
12	112274334	112298489	1	1	1
12	112439455	112451949	2	2	1
12	112545555	112547519	2	1	1
12	112547520	112564153	2	1	1
12	112693879	112694962	1	1	1
12	112843373	112874103	2	1	1
12	112924205	112942440	1	1	1
12	113005485	113014299	1	2	1
12	113131669	113134860	1	1	1
12	113335911	113352912	1	1	1
12	113367076	113378350	1	1	2
12	113406924	113419010	1	1	2
12	113437572	113457947	1	1	1
12	113494038	113499930	1	2	1
12	113570815	113575586	1	2	1
12	113587609	113588039	1	1	2
12	113608378	113625204	2	1	1
12	113627429	113629992	1	1	1
12	113653872	113660136	2	1	1
12	113794929	113798061	2	1	1
12	113832616	113841847	2	1	1
12	113859977	113873575	2	1	1
12	113909019	113915730	1	2	1
12	114039784	114041299	1	1	1
12	114367078	114371128	1	1	1
12	114399493	114405026	2	1	1
12	114831466	114856927	1	2	1
12	115119071	115123605	1	2	1
12	115175280	115176107	1	1	1
12	115795372	115806526	1	1	1
12	116285883	116296150	1	1	1
12	116396378	116402716	1	2	1
12	116517730	116522416	1	1	1
12	116585001	116588581	1	1	1
12	116614011	116624474	1	1	1
12	116714223	116718352	1	2	1
12	116983349	117002224	1	1	1
12	117168814	117190015	2	1	1
12	117212765	117237906	1	1	1
12	117314110	117322355	1	1	2
12	117342122	117355856	1	2	1
12	117424582	117425783	1	1	1
12	117530866	117540535	1	2	1
12	117627003	117633347	2	1	1
12	117705814	117723821	1	1	1
12	117877980	117890794	2	1	1
12	117890795	117897763	1	1	1
12	118310083	118330530	1	1	1
12	118401427	118409167	1	2	1
12	118447916	118454250	2	1	1
12	118497788	118501933	1	2	1
12	118602196	118606398	1	1	1
12	118799031	118811404	1	2	1
12	118813520	118817622	1	2	1
12	119323409	119328268	1	1	1
12	119409291	119422859	2	1	1
12	119548317	119560893	2	1	1
12	119607074	119614340	1	1	1
12	119614373	119620027	1	2	1
12	119620028	119629240	1	2	1
12	119696658	119700503	1	1	1
12	119771541	119772712	1	2	1
12	120017868	120022164	1	1	1
12	120030991	120032065	1	1	2
12	120101527	120113352	2	1	1
12	120133749	120137611	1	2	1
12	120140052	120154847	1	2	1
12	120311529	120318189	1	2	1
12	120425136	120437242	1	2	1
12	120486156	120486855	1	1	1
12	120552348	120556531	1	1	1
12	120631554	120637396	2	1	1
12	120637397	120643597	2	1	1
12	120699404	120705699	1	1	1
12	120724958	120736409	1	1	1
12	120740097	120745809	2	1	1
12	120746282	120758175	1	1	1
12	120765298	120771617	1	2	1
12	120793594	120808452	2	1	1
12	120874755	120882797	2	1	1
12	120882811	120896354	1	2	1
12	120899259	120909035	2	1	1
12	120933112	120934476	2	1	1
12	120960242	120974688	2	1	1
12	121016407	121019231	2	1	1
12	121064885	121084698	1	2	1
12	121114649	121127152	2	1	1
12	121135815	121137740	1	1	1
12	121146859	121149254	2	1	1
12	121158545	121162946	1	1	1
12	121162947	121185293	2	1	1
12	121199223	121200875	1	1	1
12	121332211	121343846	2	1	1
12	121407604	121418713	1	2	1
12	121418714	121426910	1	1	1
12	121445411	121455685	1	2	1
12	121474605	121479635	1	1	2
12	121562253	121577171	1	2	1
12	121641961	121648730	1	2	1
12	121729904	121742801	2	1	1
12	121823874	121839290	2	2	1
12	122016757	122029082	2	1	1
12	122056762	122064906	1	2	1
12	122076422	122152877	2	1	1
12	122226830	122233781	1	2	1
12	122236388	122258924	2	2	1
12	122269718	122296997	2	1	1
12	122320301	122328819	2	1	1
12	122328820	122347865	2	1	1
12	122456715	122463095	1	2	1
12	122510733	122518174	1	2	1
12	122651890	122665113	1	2	2
12	122680300	122690440	1	2	1
12	122708704	122712453	1	2	1
12	122747259	122752075	2	1	1
12	122892516	122907764	2	1	1
12	122973939	122982155	1	1	1
12	123011468	123014010	2	1	1
12	123199985	123215157	1	1	2
12	123215350	123219718	1	1	2
12	123220188	123238430	2	1	1
12	123258506	123264566	1	2	1
12	123318339	123320795	2	1	1
12	123378517	123383327	1	2	1
12	123455277	123460716	2	1	1
12	123460861	123473999	2	1	1
12	123632688	123637424	2	1	1
12	123705705	123710608	1	2	1
12	123716447	123717906	1	2	1
12	123728362	123733241	1	2	1
12	123755274	123756888	1	2	1
12	123834528	123845281	2	1	1
12	123858611	123868869	2	1	1
12	123913182	123929135	1	2	1
12	123932031	123942751	1	1	1
12	124007735	124025101	1	2	1
12	124051507	124072556	2	1	1
12	124082111	124092811	2	1	1
12	124096644	124103319	2	1	1
12	124111718	124123336	2	2	1
12	124145714	124156993	1	2	1
12	124186701	124197383	2	1	1
12	124242600	124256533	2	1	1
12	124419422	124423512	1	1	1
12	124453780	124456405	1	1	2
12	124456406	124460368	1	2	2
12	124765999	124773787	1	2	1
12	125048886	125056455	2	1	1
12	125353726	125373256	1	2	1
12	125400557	125402738	2	1	1
12	125459769	125476354	2	1	1
12	125476355	125499056	1	2	1
12	125541824	125553041	2	1	1
12	125669906	125672244	1	2	1
12	125737810	125747583	1	1	1
12	127805537	127807289	1	1	1
12	128750189	128760025	1	2	1
12	128877454	128884644	1	1	1
12	129149066	129161674	1	1	1
12	129304621	129309649	2	1	1
12	129332734	129340322	2	1	1
12	130384559	130393000	1	2	1
12	130644166	130651397	1	2	1
12	130818510	130828621	2	1	1
12	131197363	131204340	1	2	1
12	131298521	131305494	1	1	1
12	131322793	131341345	2	1	1
12	131351684	131355543	1	1	1
12	131355544	131362393	2	1	1
12	131431724	131442208	1	2	1
12	132194170	132206021	2	1	1
12	132296137	132302188	1	1	1
12	132303816	132329728	1	2	1
12	132412764	132442745	2	1	1
12	132514544	132516793	1	1	1
12	132563808	132572994	2	1	1
12	132626183	132656521	2	1	1
12	132850475	132852689	1	2	1
12	132852690	132857107	1	1	1
12	132904980	132906481	1	2	1
12	133061309	133071326	1	2	1
12	133194157	133206160	1	2	1
12	133262437	133268159	1	1	1
12	133277244	133291850	2	1	1
12	133327359	133341424	2	1	1
12	133398771	133407740	1	2	1
12	133407741	133450796	2	1	1
12	133452881	133468149	2	1	1
12	133482695	133487879	2	1	1
12	133531983	133544340	2	1	1
12	133570695	133573315	1	1	1
12	133612719	133618840	2	1	1
12	133653493	133671835	1	1	2
12	133706248	133713251	2	1	2
12	133786908	133788415	1	1	1
12	133806495	133823409	1	1	2
13	19580123	19587000	1	1	1
13	19708941	19719721	1	1	1
13	19748331	19762686	2	1	2
13	20207048	20208297	2	1	1
13	20250208	20258168	1	2	1
13	20356073	20358158	1	2	1
13	20416778	20418713	1	1	1
13	20435843	20439495	1	1	2
13	20442431	20472802	1	1	1
13	20529564	20535744	1	2	1
13	20731890	20754708	1	2	1
13	20766535	20771722	1	2	1
13	20805863	20808119	1	2	1
13	21095765	21100943	2	1	1
13	21140523	21140807	2	1	1
13	21275733	21276593	1	2	1
13	21340995	21353878	2	1	1
13	21447137	21483707	2	1	1
13	21542959	21543699	1	1	1
13	21570146	21578588	1	1	1
13	21578589	21579632	1	1	1
13	21612803	21619274	1	1	1
13	21630497	21644042	2	1	1
13	21709066	21714448	1	1	1
13	21714449	21715632	2	1	1
13	21737402	21756935	1	2	1
13	21938996	21950183	1	1	1
13	22028435	22035692	2	1	1
13	22101604	22102993	1	1	1
13	22123372	22129448	1	1	1
13	22177639	22179049	1	2	1
13	22242882	22246673	1	2	1
13	23376831	23378944	1	1	1
13	23548037	23554147	1	1	1
13	23750195	23755098	1	2	1
13	23789277	23798948	1	1	1
13	24004435	24008508	2	1	1
13	24142681	24144559	1	2	1
13	24462761	24476452	2	2	1
13	24476453	24480925	1	2	1
13	24730741	24741240	2	1	1
13	24825577	24831128	2	1	1
13	24880786	24884622	1	2	1
13	25085894	25089523	1	2	1
13	25254196	25255262	2	1	1
13	25337058	25342952	1	1	1
13	25496503	25498656	2	1	1
13	25663257	25671044	2	1	1
13	25744635	25746715	2	1	1
13	25754077	25757676	1	1	1
13	25820499	25828122	1	1	1
13	25860965	25865865	2	1	1
13	25873711	25876494	2	1	1
13	25944281	25947473	2	1	1
13	26085693	26100024	1	1	1
13	26441786	26442301	1	1	2
13	26619140	26634986	1	2	1
13	26794376	26801986	1	2	1
13	26817987	26829870	2	1	1
13	27129670	27132685	1	1	1
13	27210312	27215623	1	1	1
13	27334104	27335593	1	2	1
13	27736603	27737581	1	1	1
13	27741699	27747004	2	1	1
13	27806296	27810968	1	1	1
13	27823081	27831489	2	1	1
13	27841101	27852997	1	2	1
13	27885175	27904999	1	1	1
13	27917078	27933250	1	1	1
13	27996285	27999040	2	1	1
13	28022845	28025526	2	1	1
13	28062031	28068472	1	1	1
13	28193395	28198318	2	2	1
13	28365278	28371419	1	2	1
13	28400694	28403234	1	1	1
13	28489531	28498133	1	2	1
13	28541808	28545933	1	2	1
13	28559236	28567375	2	1	1
13	28672563	28689333	1	2	1
13	28711381	28714371	2	1	1
13	28805612	28807829	1	1	1
13	29067651	29072162	1	2	1
13	29230456	29236243	2	1	1
13	29276040	29279459	1	2	1
13	29290663	29302845	1	2	1
13	29588528	29603643	1	1	1
13	29821563	29825320	1	1	1
13	30056792	30081542	1	1	1
13	30156185	30170560	2	1	1
13	30421988	30427089	2	1	1
13	30499928	30502004	1	1	1
13	30506586	30513421	1	1	1
13	30851026	30864588	1	1	1
13	30879527	30882378	2	1	1
13	31190013	31194589	1	2	1
13	31303389	31311401	1	2	1
13	31473111	31482751	1	2	1
13	31504314	31505700	1	1	1
13	31505965	31510389	1	2	1
13	31545901	31552228	1	1	1
13	31735094	31747390	2	1	1
13	31772572	31775208	2	1	1
13	32312030	32321626	1	2	1
13	32604928	32607989	2	1	1
13	32870713	32874606	1	1	1
13	32889224	32896768	2	2	1
13	32988011	32995211	1	2	1
13	33005873	33010286	1	1	1
13	33049503	33057575	1	2	1
13	33111604	33115084	1	2	1
13	33158436	33162869	1	1	1
13	33588499	33593688	2	1	1
13	33691709	33701143	1	1	1
13	33851178	33857185	1	1	1
13	33857186	33860716	1	2	1
13	34391841	34394329	2	1	1
13	34403153	34405034	1	1	1
13	34674295	34677433	1	1	1
13	35513664	35518235	2	1	1
13	36048095	36051725	2	2	1
13	36067791	36075192	1	1	1
13	36704666	36709609	1	2	1
13	36838610	36845078	1	1	1
13	36920118	36921578	2	1	2
13	36942030	36950393	2	1	1
13	36992917	37008543	2	1	1
13	37245929	37251007	1	2	1
13	37299584	37306302	1	1	1
13	37389617	37398257	1	2	1
13	37423402	37426028	1	1	1
13	37491753	37500736	1	2	1
13	37570376	37582133	2	1	1
13	37608908	37612698	1	1	1
13	37631638	37640284	1	2	1
13	37676677	37681497	2	1	1
13	38180278	38195435	1	1	1
13	38444531	38445252	1	2	1
13	38923566	38926106	2	1	1
13	39257683	39262251	1	2	1
13	39345453	39354567	1	1	1
13	39364650	39364909	1	1	1
13	39400380	39401714	1	1	1
13	39564872	39565516	2	1	1
13	39608238	39618828	1	2	1
13	40017661	40021457	1	1	1
13	40175706	40178589	1	2	1
13	40224659	40233154	1	1	1
13	40430650	40433524	1	1	1
13	41236517	41247988	1	2	1
13	41356763	41371979	2	1	1
13	41495406	41499059	1	1	1
13	41629564	41638483	2	2	1
13	41701841	41709564	1	2	1
13	41753381	41754958	1	1	1
13	41767831	41771446	1	2	1
13	41834524	41839247	2	1	1
13	41885032	41886699	2	1	1
13	41925817	41931071	1	1	1
13	42009513	42036265	1	2	1
13	42117348	42132207	1	1	1
13	42479117	42484350	1	1	1
13	42530575	42535757	2	1	1
13	42609589	42615555	1	2	1
13	42615556	42623900	1	2	1
13	42845474	42848373	1	2	1
13	43136322	43137405	1	2	1
13	43350458	43358231	1	1	2
13	43562440	43568933	1	2	1
13	43596912	43601073	2	1	1
13	44355370	44363364	1	2	1
13	44450374	44455468	2	2	1
13	44714492	44718526	1	1	1
13	44733478	44739987	1	1	2
13	44947216	44949067	2	1	1
13	45146990	45153006	1	2	1
13	45201830	45205010	1	1	1
13	45560019	45567226	2	1	1
13	45692578	45696074	2	1	1
13	45708757	45713142	1	1	1
13	45771261	45778281	2	1	1
13	45871680	45879585	1	1	1
13	45909819	45913812	2	1	1
13	45913813	45916067	2	1	1
13	45991745	46013608	2	1	1
13	46037281	46042752	2	1	1
13	46186486	46190182	1	1	1
13	46251767	46269811	1	1	1
13	46275715	46278414	1	2	1
13	46422854	46427599	1	2	1
13	46625515	46627796	2	1	1
13	46679137	46682744	1	2	1
13	46784187	46789506	2	2	1
13	46809234	46818093	1	1	1
13	46945347	46949241	1	1	1
13	47126150	47129696	1	2	1
13	47369184	47373561	2	1	1
13	47422115	47426703	1	1	1
13	47467733	47473109	1	2	1
13	48573580	48575580	2	1	1
13	48610827	48617776	2	1	1
13	48645254	48655497	2	1	1
13	48662570	48671029	2	1	1
13	48795768	48810948	1	2	1
13	48867697	48886154	2	1	1
13	49017476	49021786	2	1	1
13	49274445	49281807	1	2	1
13	49325216	49328623	1	1	1
13	49547677	49553812	2	1	1
13	49560485	49562311	1	1	1
13	49792950	49801906	1	2	1
13	49822034	49822675	1	2	1
13	50020288	50022898	1	1	2
13	50068620	50070933	1	2	1
13	50158309	50162493	2	1	1
13	50199398	50216258	1	2	1
13	50256777	50268828	2	1	1
13	50364407	50371395	2	1	1
13	50507811	50512772	1	2	1
13	50577302	50589988	1	2	1
13	50622895	50628809	1	1	1
13	50653452	50659185	1	1	2
13	50929801	50942427	1	1	1
13	51381938	51383196	1	1	1
13	51412977	51422864	1	1	1
13	51480163	51488473	2	1	1
13	51794973	51802854	1	2	1
13	51908025	51912306	1	1	1
13	52027328	52029980	2	1	1
13	52144932	52164152	1	2	1
13	52196330	52198066	1	1	1
13	52377096	52384957	2	1	1
13	52433231	52439333	2	1	1
13	52583634	52587063	2	1	1
13	52587793	52600536	1	1	1
13	52694382	52706050	1	2	1
13	52732004	52738330	1	2	1
13	52977357	52988398	1	2	1
13	53024150	53027061	2	1	1
13	53027062	53030367	1	2	1
13	53224503	53229019	2	1	1
13	53312334	53316678	1	2	1
13	53383736	53384843	1	1	1
13	53422385	53423500	1	2	1
13	53602133	53604163	1	2	1
13	53935785	53942287	1	1	1
13	57125845	57133796	1	1	1
13	57710697	57752126	1	1	2
13	58203391	58206071	1	2	1
13	60053717	60055485	1	1	1
13	60586737	60588632	2	1	1
13	60718328	60719928	1	1	1
13	60733223	60740790	2	1	1
13	60969152	60970862	1	1	1
13	61026378	61027890	1	1	1
13	62001755	62003421	1	2	1
13	62331279	62340606	1	1	1
13	64309907	64322423	1	1	1
13	66437864	66439429	1	1	1
13	66877929	66878982	1	1	1
13	67197381	67207470	1	1	1
13	67432261	67460152	1	1	1
13	67549204	67557115	1	1	1
13	67559655	67567598	1	1	1
13	67801197	67806135	1	2	1
13	70677141	70685026	2	1	1
13	71032862	71038717	1	1	1
13	71789251	71794769	1	1	1
13	72060662	72063691	1	1	1
13	72248835	72259422	1	1	1
13	72437505	72441733	2	1	1
13	72662650	72669925	1	1	1
13	72693193	72699866	1	1	1
13	72771226	72776815	1	1	1
13	73027314	73030309	1	1	1
13	73034080	73036068	1	1	1
13	73158525	73166918	1	1	1
13	73276145	73281520	1	1	1
13	73293138	73302581	2	2	1
13	73355605	73360045	2	1	1
13	73424698	73426415	1	1	1
13	73454882	73465116	2	1	1
13	73611736	73629657	1	2	1
13	73685539	73690434	1	1	1
13	73741653	73743787	1	1	1
13	73765138	73767999	1	1	1
13	74706250	74709920	1	2	1
13	74991438	74999845	1	1	2
13	75679544	75684526	1	1	1
13	75948110	75953046	1	1	1
13	76054492	76056653	1	2	1
13	76115847	76124510	2	1	1
13	76193751	76194898	1	2	1
13	76203595	76206714	1	1	1
13	76443598	76447562	1	1	2
13	77453998	77461241	1	2	1
13	77520905	77523033	2	1	1
13	77563430	77571739	1	2	1
13	77601261	77616051	1	2	1
13	77648182	77649858	1	1	1
13	77649859	77655473	1	1	1
13	77889288	77902433	2	1	1
13	78108271	78113117	1	2	1
13	78179511	78191324	1	1	1
13	78269958	78275708	1	2	1
13	78492152	78494963	1	2	1
13	79174497	79178886	1	2	1
13	79231594	79239209	1	2	1
13	79974094	79981903	2	1	1
13	80047113	80057865	1	2	1
13	80909745	80918842	1	2	1
13	80940528	80944226	1	1	1
13	81836299	81843045	1	1	1
13	83870122	83873590	1	1	1
13	84448101	84457241	1	2	1
13	86158739	86168995	1	1	1
13	86370433	86375418	1	2	1
13	88308955	88332920	1	2	1
13	88835391	88840828	1	1	1
13	90488214	90495625	1	1	1
13	90876771	90886154	1	1	1
13	91430965	91434455	1	1	1
13	91998121	92004991	1	1	1
13	92031383	92036196	1	1	1
13	92048616	92058490	1	2	1
13	92709592	92712440	1	1	1
13	92975171	92999659	1	1	1
13	93141892	93146988	1	1	1
13	93372015	93374597	1	1	1
13	93874802	93888125	1	2	1
13	94020725	94022051	1	1	1
13	94486890	94491497	1	1	1
13	94839025	94840610	1	1	1
13	95116218	95120394	1	2	1
13	95131194	95133301	1	2	1
13	95245613	95251603	2	1	1
13	95251604	95260262	2	1	1
13	95357090	95366898	1	2	1
13	95617164	95625851	1	1	1
13	95669743	95674514	1	1	1
13	95860605	95863854	1	1	1
13	95951787	95955271	2	1	1
13	95955272	95959826	1	1	1
13	96085757	96087292	1	2	1
13	96294884	96306042	2	1	1
13	96327541	96330860	2	1	1
13	96357482	96376086	1	1	1
13	96705168	96708044	2	1	1
13	96741656	96744815	1	2	1
13	97617415	97618746	1	1	1
13	97644669	97650162	1	2	1
13	97707385	97713629	1	1	1
13	97870937	97874960	1	2	1
13	98086199	98087783	2	1	1
13	98537697	98544858	1	1	1
13	98596125	98608884	2	1	1
13	98794811	98797009	1	2	1
13	98828550	98829607	2	1	1
13	99086883	99090532	1	1	1
13	99225596	99234792	2	1	1
13	99402047	99406245	2	1	1
13	99481419	99485687	1	1	1
13	99672809	99681527	1	1	1
13	99737340	99742772	1	1	1
13	99850109	99862288	2	1	1
13	99912404	99916440	1	2	1
13	99959121	99963435	2	2	1
13	100004875	100009215	1	1	1
13	100141813	100152860	1	1	1
13	100152861	100154160	2	1	1
13	100245710	100259434	2	1	1
13	100341548	100343469	1	1	1
13	100374335	100382678	1	1	1
13	100417752	100443662	1	1	1
13	100615888	100636305	1	2	1
13	100733597	100741822	2	1	1
13	101128594	101135572	1	1	1
13	101241374	101243366	2	1	1
13	101321379	101329081	1	1	1
13	101358982	101366849	1	1	1
13	102059922	102069713	2	1	1
13	102102832	102105262	1	2	1
13	102429433	102434119	1	1	1
13	103014597	103024201	1	1	1
13	103053485	103059041	1	2	1
13	103246239	103253860	2	1	1
13	103346590	103348329	1	2	1
13	103372554	103380818	1	1	1
13	103388883	103394452	1	1	2
13	103394453	103398360	1	1	1
13	103423993	103429380	2	1	1
13	103445832	103455316	2	1	1
13	103459517	103460305	2	1	1
13	103717950	103720189	2	1	1
13	106106783	106118528	1	1	2
13	106547642	106564621	1	1	1
13	106774890	106783905	1	1	1
13	107186438	107189427	1	2	1
13	107219738	107221199	2	1	1
13	107627089	107633443	1	1	1
13	107770982	107775777	1	1	1
13	107970592	107973813	1	1	1
13	108180175	108187144	1	1	1
13	108511197	108522364	1	2	1
13	108866349	108872172	2	1	1
13	109245633	109253220	1	2	1
13	109754108	109754499	1	1	1
13	109818092	109837764	1	1	1
13	109852966	109856419	1	1	1
13	110377845	110384467	1	1	1
13	110416266	110441766	1	2	1
13	110953357	110960617	2	1	1
13	111062509	111070766	1	1	1
13	111114388	111127927	2	1	1
13	111141251	111161832	2	1	1
13	111212373	111214626	1	2	1
13	111266228	111271041	2	1	1
13	111358825	111369374	2	1	1
13	111521876	111525578	1	1	1
13	111559126	111574331	1	2	1
13	111766666	111769507	1	2	1
13	111788513	111800471	1	1	1
13	111966369	111981453	1	1	2
13	112239460	112241684	1	1	1
13	112706169	112707040	1	1	1
13	112708988	112734936	2	1	1
13	113019354	113032864	1	1	2
13	113240199	113243054	2	1	1
13	113294756	113305231	1	1	2
13	113342741	113346442	2	1	1
13	113398061	113411612	1	1	1
13	113546319	113551590	1	2	1
13	113618556	113623809	1	2	1
13	113753699	113768821	1	2	1
13	113776285	113785899	1	2	1
13	113812423	113814573	1	2	1
