chr1	start1	end1	chr2	start2	end2	frag1	frag2	bait_name	otherEnd_name
1	153599452	153610732	1	154232124	154237904	1_153599452_153610732	1_154232124_154237904	CHTOP;RP1-178F15.4;RP1-178F15.5;S100A13;S100A1	SNORA58;UBAP2L
1	153621935	153636394	1	153936971	153941439	1_153621935_153636394	1_153936971_153941439	SNAPIN	CREB3L4;RP11-422P24.10;SLC39A1
1	153636395	153649058	1	153893802	153902760	1_153636395_153649058	1_153893802_153902760	ILF2	GATAD2B
1	153636395	153649058	1	153923538	153935288	1_153636395_153649058	1_153923538_153935288	ILF2	CRTC2
1	153636395	153649058	1	153936971	153941439	1_153636395_153649058	1_153936971_153941439	ILF2	CREB3L4;RP11-422P24.10;SLC39A1
1	153636395	153649058	1	153941440	153950377	1_153636395_153649058	1_153941440_153950377	ILF2	CREB3L4;JTB;RP11-422P24.11
1	153636395	153649058	1	153956792	153974010	1_153636395_153649058	1_153956792_153974010	ILF2	RAB13;RP11-422P24.9;RPS27;U3
1	153636395	153649058	1	154232124	154237904	1_153636395_153649058	1_154232124_154237904	ILF2	SNORA58;UBAP2L
1	153649059	153654305	1	153893802	153902760	1_153649059_153654305	1_153893802_153902760	NPR1	GATAD2B
1	153649059	153654305	1	153936971	153941439	1_153649059_153654305	1_153936971_153941439	NPR1	CREB3L4;RP11-422P24.10;SLC39A1
1	153649059	153654305	1	153941440	153950377	1_153649059_153654305	1_153941440_153950377	NPR1	CREB3L4;JTB;RP11-422P24.11
1	153649059	153654305	1	153956792	153974010	1_153649059_153654305	1_153956792_153974010	NPR1	RAB13;RP11-422P24.9;RPS27;U3
1	153649059	153654305	1	154221516	154231251	1_153649059_153654305	1_154221516_154231251	NPR1	AL590431.1;UBAP2L
1	153649059	153654305	1	154232124	154237904	1_153649059_153654305	1_154232124_154237904	NPR1	SNORA58;UBAP2L
1	153743839	153751414	1	153599452	153610732	1_153743839_153751414	1_153599452_153610732	SLC27A3	CHTOP;RP1-178F15.4;RP1-178F15.5;S100A13;S100A1
1	153743839	153751414	1	153636395	153649058	1_153743839_153751414	1_153636395_153649058	SLC27A3	ILF2
1	153743839	153751414	1	153649059	153654305	1_153743839_153751414	1_153649059_153654305	SLC27A3	NPR1
1	153743839	153751414	1	153893802	153902760	1_153743839_153751414	1_153893802_153902760	SLC27A3	GATAD2B
1	153743839	153751414	1	153917401	153921883	1_153743839_153751414	1_153917401_153921883	SLC27A3	DENND4B
1	153743839	153751414	1	153923538	153935288	1_153743839_153751414	1_153923538_153935288	SLC27A3	CRTC2
1	153743839	153751414	1	153936971	153941439	1_153743839_153751414	1_153936971_153941439	SLC27A3	CREB3L4;RP11-422P24.10;SLC39A1
1	153743839	153751414	1	153941440	153950377	1_153743839_153751414	1_153941440_153950377	SLC27A3	CREB3L4;JTB;RP11-422P24.11
1	153743839	153751414	1	153956792	153974010	1_153743839_153751414	1_153956792_153974010	SLC27A3	RAB13;RP11-422P24.9;RPS27;U3
1	153743839	153751414	1	154221516	154231251	1_153743839_153751414	1_154221516_154231251	SLC27A3	AL590431.1;UBAP2L
1	153743839	153751414	1	154232124	154237904	1_153743839_153751414	1_154232124_154237904	SLC27A3	SNORA58;UBAP2L
1	153893802	153902760	1	153599452	153610732	1_153893802_153902760	1_153599452_153610732	GATAD2B	CHTOP;RP1-178F15.4;RP1-178F15.5;S100A13;S100A1
1	153893802	153902760	1	153636395	153649058	1_153893802_153902760	1_153636395_153649058	GATAD2B	ILF2
1	153893802	153902760	1	153649059	153654305	1_153893802_153902760	1_153649059_153654305	GATAD2B	NPR1
1	153893802	153902760	1	153743839	153751414	1_153893802_153902760	1_153743839_153751414	GATAD2B	SLC27A3
1	153893802	153902760	1	153917401	153921883	1_153893802_153902760	1_153917401_153921883	GATAD2B	DENND4B
1	153893802	153902760	1	153936971	153941439	1_153893802_153902760	1_153936971_153941439	GATAD2B	CREB3L4;RP11-422P24.10;SLC39A1
1	153893802	153902760	1	153956792	153974010	1_153893802_153902760	1_153956792_153974010	GATAD2B	RAB13;RP11-422P24.9;RPS27;U3
1	153893802	153902760	1	154191252	154201714	1_153893802_153902760	1_154191252_154201714	GATAD2B	C1orf43;UBAP2L
1	153893802	153902760	1	154232124	154237904	1_153893802_153902760	1_154232124_154237904	GATAD2B	SNORA58;UBAP2L
1	153917401	153921883	1	153599452	153610732	1_153917401_153921883	1_153599452_153610732	DENND4B	CHTOP;RP1-178F15.4;RP1-178F15.5;S100A13;S100A1
1	153917401	153921883	1	153636395	153649058	1_153917401_153921883	1_153636395_153649058	DENND4B	ILF2
1	153917401	153921883	1	153649059	153654305	1_153917401_153921883	1_153649059_153654305	DENND4B	NPR1
1	153917401	153921883	1	153743839	153751414	1_153917401_153921883	1_153743839_153751414	DENND4B	SLC27A3
1	153917401	153921883	1	153893802	153902760	1_153917401_153921883	1_153893802_153902760	DENND4B	GATAD2B
1	153917401	153921883	1	153923538	153935288	1_153917401_153921883	1_153923538_153935288	DENND4B	CRTC2
1	153917401	153921883	1	153956792	153974010	1_153917401_153921883	1_153956792_153974010	DENND4B	RAB13;RP11-422P24.9;RPS27;U3
1	153917401	153921883	1	154232124	154237904	1_153917401_153921883	1_154232124_154237904	DENND4B	SNORA58;UBAP2L
1	153917401	153921883	1	154237905	154247106	1_153917401_153921883	1_154237905_154247106	DENND4B	HAX1;UBAP2L
1	153923538	153935288	1	153599452	153610732	1_153923538_153935288	1_153599452_153610732	CRTC2	CHTOP;RP1-178F15.4;RP1-178F15.5;S100A13;S100A1
1	153923538	153935288	1	153621935	153636394	1_153923538_153935288	1_153621935_153636394	CRTC2	SNAPIN
1	153923538	153935288	1	153636395	153649058	1_153923538_153935288	1_153636395_153649058	CRTC2	ILF2
1	153923538	153935288	1	153649059	153654305	1_153923538_153935288	1_153649059_153654305	CRTC2	NPR1
1	153923538	153935288	1	153743839	153751414	1_153923538_153935288	1_153743839_153751414	CRTC2	SLC27A3
1	153923538	153935288	1	153893802	153902760	1_153923538_153935288	1_153893802_153902760	CRTC2	GATAD2B
1	153923538	153935288	1	153917401	153921883	1_153923538_153935288	1_153917401_153921883	CRTC2	DENND4B
1	153923538	153935288	1	153936971	153941439	1_153923538_153935288	1_153936971_153941439	CRTC2	CREB3L4;RP11-422P24.10;SLC39A1
1	153923538	153935288	1	153956792	153974010	1_153923538_153935288	1_153956792_153974010	CRTC2	RAB13;RP11-422P24.9;RPS27;U3
1	153923538	153935288	1	154221516	154231251	1_153923538_153935288	1_154221516_154231251	CRTC2	AL590431.1;UBAP2L
1	153923538	153935288	1	154232124	154237904	1_153923538_153935288	1_154232124_154237904	CRTC2	SNORA58;UBAP2L
1	153936971	153941439	1	153599452	153610732	1_153936971_153941439	1_153599452_153610732	CREB3L4;RP11-422P24.10;SLC39A1	CHTOP;RP1-178F15.4;RP1-178F15.5;S100A13;S100A1
1	153936971	153941439	1	153621935	153636394	1_153936971_153941439	1_153621935_153636394	CREB3L4;RP11-422P24.10;SLC39A1	SNAPIN
1	153936971	153941439	1	153636395	153649058	1_153936971_153941439	1_153636395_153649058	CREB3L4;RP11-422P24.10;SLC39A1	ILF2
1	153936971	153941439	1	153649059	153654305	1_153936971_153941439	1_153649059_153654305	CREB3L4;RP11-422P24.10;SLC39A1	NPR1
1	153936971	153941439	1	153743839	153751414	1_153936971_153941439	1_153743839_153751414	CREB3L4;RP11-422P24.10;SLC39A1	SLC27A3
1	153936971	153941439	1	153893802	153902760	1_153936971_153941439	1_153893802_153902760	CREB3L4;RP11-422P24.10;SLC39A1	GATAD2B
1	153936971	153941439	1	153917401	153921883	1_153936971_153941439	1_153917401_153921883	CREB3L4;RP11-422P24.10;SLC39A1	DENND4B
1	153936971	153941439	1	153923538	153935288	1_153936971_153941439	1_153923538_153935288	CREB3L4;RP11-422P24.10;SLC39A1	CRTC2
1	153936971	153941439	1	153956792	153974010	1_153936971_153941439	1_153956792_153974010	CREB3L4;RP11-422P24.10;SLC39A1	RAB13;RP11-422P24.9;RPS27;U3
1	153936971	153941439	1	154221516	154231251	1_153936971_153941439	1_154221516_154231251	CREB3L4;RP11-422P24.10;SLC39A1	AL590431.1;UBAP2L
1	153936971	153941439	1	154232124	154237904	1_153936971_153941439	1_154232124_154237904	CREB3L4;RP11-422P24.10;SLC39A1	SNORA58;UBAP2L
1	153941440	153950377	1	153585136	153591292	1_153941440_153950377	1_153585136_153591292	CREB3L4;JTB;RP11-422P24.11	S100A14;S100A16
1	153941440	153950377	1	153599452	153610732	1_153941440_153950377	1_153599452_153610732	CREB3L4;JTB;RP11-422P24.11	CHTOP;RP1-178F15.4;RP1-178F15.5;S100A13;S100A1
1	153941440	153950377	1	153621935	153636394	1_153941440_153950377	1_153621935_153636394	CREB3L4;JTB;RP11-422P24.11	SNAPIN
1	153941440	153950377	1	153636395	153649058	1_153941440_153950377	1_153636395_153649058	CREB3L4;JTB;RP11-422P24.11	ILF2
1	153941440	153950377	1	153649059	153654305	1_153941440_153950377	1_153649059_153654305	CREB3L4;JTB;RP11-422P24.11	NPR1
1	153941440	153950377	1	153743839	153751414	1_153941440_153950377	1_153743839_153751414	CREB3L4;JTB;RP11-422P24.11	SLC27A3
1	153941440	153950377	1	153893802	153902760	1_153941440_153950377	1_153893802_153902760	CREB3L4;JTB;RP11-422P24.11	GATAD2B
1	153941440	153950377	1	153917401	153921883	1_153941440_153950377	1_153917401_153921883	CREB3L4;JTB;RP11-422P24.11	DENND4B
1	153941440	153950377	1	153956792	153974010	1_153941440_153950377	1_153956792_153974010	CREB3L4;JTB;RP11-422P24.11	RAB13;RP11-422P24.9;RPS27;U3
1	153941440	153950377	1	154221516	154231251	1_153941440_153950377	1_154221516_154231251	CREB3L4;JTB;RP11-422P24.11	AL590431.1;UBAP2L
1	153956792	153974010	1	153536569	153543043	1_153956792_153974010	1_153536569_153543043	RAB13;RP11-422P24.9;RPS27;U3	S100A2
1	153956792	153974010	1	153585136	153591292	1_153956792_153974010	1_153585136_153591292	RAB13;RP11-422P24.9;RPS27;U3	S100A14;S100A16
1	153956792	153974010	1	153599452	153610732	1_153956792_153974010	1_153599452_153610732	RAB13;RP11-422P24.9;RPS27;U3	CHTOP;RP1-178F15.4;RP1-178F15.5;S100A13;S100A1
1	153956792	153974010	1	153621935	153636394	1_153956792_153974010	1_153621935_153636394	RAB13;RP11-422P24.9;RPS27;U3	SNAPIN
1	153956792	153974010	1	153636395	153649058	1_153956792_153974010	1_153636395_153649058	RAB13;RP11-422P24.9;RPS27;U3	ILF2
1	153956792	153974010	1	153649059	153654305	1_153956792_153974010	1_153649059_153654305	RAB13;RP11-422P24.9;RPS27;U3	NPR1
1	153956792	153974010	1	153743839	153751414	1_153956792_153974010	1_153743839_153751414	RAB13;RP11-422P24.9;RPS27;U3	SLC27A3
1	153956792	153974010	1	153893802	153902760	1_153956792_153974010	1_153893802_153902760	RAB13;RP11-422P24.9;RPS27;U3	GATAD2B
1	153956792	153974010	1	153917401	153921883	1_153956792_153974010	1_153917401_153921883	RAB13;RP11-422P24.9;RPS27;U3	DENND4B
1	154191252	154201714	1	153599452	153610732	1_154191252_154201714	1_153599452_153610732	C1orf43;UBAP2L	CHTOP;RP1-178F15.4;RP1-178F15.5;S100A13;S100A1
1	154191252	154201714	1	153893802	153902760	1_154191252_154201714	1_153893802_153902760	C1orf43;UBAP2L	GATAD2B
1	154237905	154247106	1	153585136	153591292	1_154237905_154247106	1_153585136_153591292	HAX1;UBAP2L	S100A14;S100A16
1	154237905	154247106	1	153599452	153610732	1_154237905_154247106	1_153599452_153610732	HAX1;UBAP2L	CHTOP;RP1-178F15.4;RP1-178F15.5;S100A13;S100A1
1	154237905	154247106	1	153621935	153636394	1_154237905_154247106	1_153621935_153636394	HAX1;UBAP2L	SNAPIN
1	154237905	154247106	1	153636395	153649058	1_154237905_154247106	1_153636395_153649058	HAX1;UBAP2L	ILF2
1	154237905	154247106	1	153649059	153654305	1_154237905_154247106	1_153649059_153654305	HAX1;UBAP2L	NPR1
1	154237905	154247106	1	153743839	153751414	1_154237905_154247106	1_153743839_153751414	HAX1;UBAP2L	SLC27A3
1	154237905	154247106	1	153893802	153902760	1_154237905_154247106	1_153893802_153902760	HAX1;UBAP2L	GATAD2B
1	154237905	154247106	1	153917401	153921883	1_154237905_154247106	1_153917401_153921883	HAX1;UBAP2L	DENND4B
1	154237905	154247106	1	153923538	153935288	1_154237905_154247106	1_153923538_153935288	HAX1;UBAP2L	CRTC2
1	154237905	154247106	1	153936971	153941439	1_154237905_154247106	1_153936971_153941439	HAX1;UBAP2L	CREB3L4;RP11-422P24.10;SLC39A1
1	154237905	154247106	1	153941440	153950377	1_154237905_154247106	1_153941440_153950377	HAX1;UBAP2L	CREB3L4;JTB;RP11-422P24.11
1	154237905	154247106	1	153956792	153974010	1_154237905_154247106	1_153956792_153974010	HAX1;UBAP2L	RAB13;RP11-422P24.9;RPS27;U3
1	154237905	154247106	1	154171924	154179648	1_154237905_154247106	1_154171924_154179648	HAX1;UBAP2L	C1orf189
1	154237905	154247106	1	154191252	154201714	1_154237905_154247106	1_154191252_154201714	HAX1;UBAP2L	C1orf43;UBAP2L
1	154237905	154247106	1	154221516	154231251	1_154237905_154247106	1_154221516_154231251	HAX1;UBAP2L	AL590431.1;UBAP2L
1	154237905	154247106	1	154521938	154528817	1_154237905_154247106	1_154521938_154528817	HAX1;UBAP2L	UBE2Q1-AS1;UBE2Q1
1	154237905	154247106	1	154596617	154601605	1_154237905_154247106	1_154596617_154601605	HAX1;UBAP2L	ADAR
1	154529331	154539787	1	154831781	154845885	1_154529331_154539787	1_154831781_154845885	UBE2Q1	KCNN3
1	154529331	154539787	1	154931357	154937470	1_154529331_154539787	1_154931357_154937470	UBE2Q1	PYGO2;RP11-307C12.12
1	154529331	154539787	1	154953506	154955903	1_154529331_154539787	1_154953506_154955903	UBE2Q1	FLAD1
1	154529331	154539787	1	155013782	155025327	1_154529331_154539787	1_155013782_155025327	UBE2Q1	ADAM15;RP11-307C12.11
1	154529331	154539787	1	155036065	155037484	1_154529331_154539787	1_155036065_155037484	UBE2Q1	EFNA3;EFNA4
1	154539788	154542003	1	154831781	154845885	1_154539788_154542003	1_154831781_154845885	CHRNB2	KCNN3
1	154539788	154542003	1	154931357	154937470	1_154539788_154542003	1_154931357_154937470	CHRNB2	PYGO2;RP11-307C12.12
1	154539788	154542003	1	154953506	154955903	1_154539788_154542003	1_154953506_154955903	CHRNB2	FLAD1
1	154539788	154542003	1	154968506	154982940	1_154539788_154542003	1_154968506_154982940	CHRNB2	ZBTB7B
1	154539788	154542003	1	155013782	155025327	1_154539788_154542003	1_155013782_155025327	CHRNB2	ADAM15;RP11-307C12.11
1	154539788	154542003	1	155036065	155037484	1_154539788_154542003	1_155036065_155037484	CHRNB2	EFNA3;EFNA4
1	154831781	154845885	1	154521938	154528817	1_154831781_154845885	1_154521938_154528817	KCNN3	UBE2Q1-AS1;UBE2Q1
1	154831781	154845885	1	154529331	154539787	1_154831781_154845885	1_154529331_154539787	KCNN3	UBE2Q1
1	154831781	154845885	1	154539788	154542003	1_154831781_154845885	1_154539788_154542003	KCNN3	CHRNB2
1	154893404	154930322	1	154521938	154528817	1_154893404_154930322	1_154521938_154528817	PBXIP1;PMVK;RP11-307C12.13	UBE2Q1-AS1;UBE2Q1
1	154893404	154930322	1	154539788	154542003	1_154893404_154930322	1_154539788_154542003	PBXIP1;PMVK;RP11-307C12.13	CHRNB2
1	154893404	154930322	1	154596617	154601605	1_154893404_154930322	1_154596617_154601605	PBXIP1;PMVK;RP11-307C12.13	ADAR
1	154893404	154930322	1	154931357	154937470	1_154893404_154930322	1_154931357_154937470	PBXIP1;PMVK;RP11-307C12.13	PYGO2;RP11-307C12.12
1	154931357	154937470	1	154521938	154528817	1_154931357_154937470	1_154521938_154528817	PYGO2;RP11-307C12.12	UBE2Q1-AS1;UBE2Q1
1	154931357	154937470	1	154529331	154539787	1_154931357_154937470	1_154529331_154539787	PYGO2;RP11-307C12.12	UBE2Q1
1	154931357	154937470	1	154539788	154542003	1_154931357_154937470	1_154539788_154542003	PYGO2;RP11-307C12.12	CHRNB2
1	154937471	154948600	1	154521938	154528817	1_154937471_154948600	1_154521938_154528817	CKS1B;MIR4258;SHC1	UBE2Q1-AS1;UBE2Q1
1	154937471	154948600	1	154529331	154539787	1_154937471_154948600	1_154529331_154539787	CKS1B;MIR4258;SHC1	UBE2Q1
1	154937471	154948600	1	154539788	154542003	1_154937471_154948600	1_154539788_154542003	CKS1B;MIR4258;SHC1	CHRNB2
1	154937471	154948600	1	154596617	154601605	1_154937471_154948600	1_154596617_154601605	CKS1B;MIR4258;SHC1	ADAR
1	154937471	154948600	1	154953506	154955903	1_154937471_154948600	1_154953506_154955903	CKS1B;MIR4258;SHC1	FLAD1
1	154937471	154948600	1	154968506	154982940	1_154937471_154948600	1_154968506_154982940	CKS1B;MIR4258;SHC1	ZBTB7B
1	154937471	154948600	1	155013782	155025327	1_154937471_154948600	1_155013782_155025327	CKS1B;MIR4258;SHC1	ADAM15;RP11-307C12.11
1	154937471	154948600	1	155036065	155037484	1_154937471_154948600	1_155036065_155037484	CKS1B;MIR4258;SHC1	EFNA3;EFNA4
1	154937471	154948600	1	155106895	155107880	1_154937471_154948600	1_155106895_155107880	CKS1B;MIR4258;SHC1	SLC50A1
1	154937471	154948600	1	155178223	155179854	1_154937471_154948600	1_155178223_155179854	CKS1B;MIR4258;SHC1	MTX1;THBS3
1	154953506	154955903	1	154529331	154539787	1_154953506_154955903	1_154529331_154539787	FLAD1	UBE2Q1
1	154962768	154966649	1	154521938	154528817	1_154962768_154966649	1_154521938_154528817	FLAD1;LENEP	UBE2Q1-AS1;UBE2Q1
1	154962768	154966649	1	154529331	154539787	1_154962768_154966649	1_154529331_154539787	FLAD1;LENEP	UBE2Q1
1	154962768	154966649	1	154596617	154601605	1_154962768_154966649	1_154596617_154601605	FLAD1;LENEP	ADAR
1	154968506	154982940	1	154521938	154528817	1_154968506_154982940	1_154521938_154528817	ZBTB7B	UBE2Q1-AS1;UBE2Q1
1	154968506	154982940	1	154529331	154539787	1_154968506_154982940	1_154529331_154539787	ZBTB7B	UBE2Q1
1	154968506	154982940	1	154539788	154542003	1_154968506_154982940	1_154539788_154542003	ZBTB7B	CHRNB2
1	154968506	154982940	1	154596617	154601605	1_154968506_154982940	1_154596617_154601605	ZBTB7B	ADAR
1	154968506	154982940	1	154931357	154937470	1_154968506_154982940	1_154931357_154937470	ZBTB7B	PYGO2;RP11-307C12.12
1	155003921	155013781	1	154521938	154528817	1_155003921_155013781	1_154521938_154528817	DCST1;DCST2	UBE2Q1-AS1;UBE2Q1
1	155003921	155013781	1	154529331	154539787	1_155003921_155013781	1_154529331_154539787	DCST1;DCST2	UBE2Q1
1	155003921	155013781	1	154539788	154542003	1_155003921_155013781	1_154539788_154542003	DCST1;DCST2	CHRNB2
1	155013782	155025327	1	154529331	154539787	1_155013782_155025327	1_154529331_154539787	ADAM15;RP11-307C12.11	UBE2Q1
1	155013782	155025327	1	154539788	154542003	1_155013782_155025327	1_154539788_154542003	ADAM15;RP11-307C12.11	CHRNB2
1	155036065	155037484	1	154521938	154528817	1_155036065_155037484	1_154521938_154528817	EFNA3;EFNA4	UBE2Q1-AS1;UBE2Q1
1	155036065	155037484	1	154529331	154539787	1_155036065_155037484	1_154529331_154539787	EFNA3;EFNA4	UBE2Q1
1	155036065	155037484	1	154539788	154542003	1_155036065_155037484	1_154539788_154542003	EFNA3;EFNA4	CHRNB2
1	155036065	155037484	1	154596617	154601605	1_155036065_155037484	1_154596617_154601605	EFNA3;EFNA4	ADAR
1	155110904	155137257	1	154931357	154937470	1_155110904_155137257	1_154931357_154937470	DPM3;HMGN2P18;RNU7-150P	PYGO2;RP11-307C12.12
1	155110904	155137257	1	155013782	155025327	1_155110904_155137257	1_155013782_155025327	DPM3;HMGN2P18;RNU7-150P	ADAM15;RP11-307C12.11
1	155110904	155137257	1	155036065	155037484	1_155110904_155137257	1_155036065_155037484	DPM3;HMGN2P18;RNU7-150P	EFNA3;EFNA4
1	155110904	155137257	1	155095258	155101200	1_155110904_155137257	1_155095258_155101200	DPM3;HMGN2P18;RNU7-150P	EFNA1
1	155110904	155137257	1	155106895	155107880	1_155110904_155137257	1_155106895_155107880	DPM3;HMGN2P18;RNU7-150P	SLC50A1
1	155246372	155256254	1	154596617	154601605	1_155246372_155256254	1_154596617_154601605	CLK2;HCN3	ADAR
1	155246372	155256254	1	155036065	155037484	1_155246372_155256254	1_155036065_155037484	CLK2;HCN3	EFNA3;EFNA4
1	155246372	155256254	1	155106895	155107880	1_155246372_155256254	1_155106895_155107880	CLK2;HCN3	SLC50A1
1	155246372	155256254	1	155178223	155179854	1_155246372_155256254	1_155178223_155179854	CLK2;HCN3	MTX1;THBS3
1	155246372	155256254	1	155219223	155237483	1_155246372_155256254	1_155219223_155237483	CLK2;HCN3	FAM189B;SCAMP3
1	155246372	155256254	1	155274518	155280101	1_155246372_155256254	1_155274518_155280101	CLK2;HCN3	FDPS
1	155246372	155256254	1	155290566	155305109	1_155246372_155256254	1_155290566_155305109	CLK2;HCN3	RUSC1-AS1;RUSC1
1	155246372	155256254	1	155313410	155317418	1_155246372_155256254	1_155313410_155317418	CLK2;HCN3	ASH1L;MIR555
1	155246372	155256254	1	155887793	155893439	1_155246372_155256254	1_155887793_155893439	CLK2;HCN3	KIAA0907;SNORA42
1	155246372	155256254	1	155903675	155912810	1_155246372_155256254	1_155903675_155912810	CLK2;HCN3	KIAA0907;RXFP4
1	155246372	155256254	1	156011183	156025678	1_155246372_155256254	1_156011183_156025678	CLK2;HCN3	LAMTOR2;UBQLN4
1	155649989	155662591	1	155290566	155305109	1_155649989_155662591	1_155290566_155305109	DAP3;YY1AP1	RUSC1-AS1;RUSC1
1	155649989	155662591	1	155313410	155317418	1_155649989_155662591	1_155313410_155317418	DAP3;YY1AP1	ASH1L;MIR555
1	156027629	156033680	1	155313410	155317418	1_156027629_156033680	1_155313410_155317418	RAB25	ASH1L;MIR555
1	156027629	156033680	1	155887793	155893439	1_156027629_156033680	1_155887793_155893439	RAB25	KIAA0907;SNORA42
1	156027629	156033680	1	155903675	155912810	1_156027629_156033680	1_155903675_155912810	RAB25	KIAA0907;RXFP4
1	156027629	156033680	1	156011183	156025678	1_156027629_156033680	1_156011183_156025678	RAB25	LAMTOR2;UBQLN4
1	156027629	156033680	1	156208305	156216308	1_156027629_156033680	1_156208305_156216308	RAB25	BGLAP
1	156027629	156033680	1	156264871	156268651	1_156027629_156033680	1_156264871_156268651	RAB25	C1orf85
1	156171594	156193276	1	156107982	156121315	1_156171594_156193276	1_156107982_156121315	PMF1-BGLAP;PMF1	SEMA4A
1	156336818	156341592	1	156582371	156589766	1_156336818_156341592	1_156582371_156589766	CCT3;RHBG	HAPLN2;RP11-284F21.11
1	156380226	156393721	1	156582371	156589766	1_156380226_156393721	1_156582371_156589766	C1orf61;MIR9-1	HAPLN2;RP11-284F21.11
1	156393868	156401172	1	156582371	156589766	1_156393868_156401172	1_156582371_156589766	C1orf61	HAPLN2;RP11-284F21.11
1	156542064	156544514	1	156380226	156393721	1_156542064_156544514	1_156380226_156393721	IQGAP3	C1orf61;MIR9-1
1	156548152	156549805	1	156380226	156393721	1_156548152_156549805	1_156380226_156393721	TTC24	C1orf61;MIR9-1
1	156548152	156549805	1	156582371	156589766	1_156548152_156549805	1_156582371_156589766	TTC24	HAPLN2;RP11-284F21.11
1	156582371	156589766	1	156305797	156317165	1_156582371_156589766	1_156305797_156317165	HAPLN2;RP11-284F21.11	CCT3;TSACC
1	156582371	156589766	1	156336818	156341592	1_156582371_156589766	1_156336818_156341592	HAPLN2;RP11-284F21.11	CCT3;RHBG
1	156582371	156589766	1	156380226	156393721	1_156582371_156589766	1_156380226_156393721	HAPLN2;RP11-284F21.11	C1orf61;MIR9-1
1	156582371	156589766	1	156393868	156401172	1_156582371_156589766	1_156393868_156401172	HAPLN2;RP11-284F21.11	C1orf61
1	156668090	156682728	1	156380226	156393721	1_156668090_156682728	1_156380226_156393721	CRABP2	C1orf61;MIR9-1
1	156668090	156682728	1	156828053	156831113	1_156668090_156682728	1_156828053_156831113	CRABP2	INSRR;NTRK1
1	156715900	156723106	1	156736011	156736869	1_156715900_156723106	1_156736011_156736869	HDGF;PRCC	HDGF
1	156736011	156736869	1	38156332	38160858	1_156736011_156736869	1_38156332_38160858	HDGF	C1orf109;CDCA8
1	156778196	156789753	1	156696068	156699449	1_156778196_156789753	1_156696068_156699449	NTRK1;SH2D2A	ISG20L2;RRNAD1
1	156778196	156789753	1	156707018	156715899	1_156778196_156789753	1_156707018_156715899	NTRK1;SH2D2A	HDGF;MRPL24
1	156778196	156789753	1	156828053	156831113	1_156778196_156789753	1_156828053_156831113	NTRK1;SH2D2A	INSRR;NTRK1
1	157507278	157532770	1	157788282	157791022	1_157507278_157532770	1_157788282_157791022	FCRL5	FCRL1
1	157567842	157569015	1	157788282	157791022	1_157567842_157569015	1_157788282_157791022	FCRL4	FCRL1
1	157567842	157569015	1	158301274	158301582	1_157567842_157569015	1_158301274_158301582	FCRL4	CD1B
1	157788282	157791022	1	157507278	157532770	1_157788282_157791022	1_157507278_157532770	FCRL1	FCRL5
1	158955834	158972247	1	157959598	157965344	1_158955834_158972247	1_157959598_157965344	IFI16	KIRREL
1	158955834	158972247	1	158149089	158156432	1_158955834_158972247	1_158149089_158156432	IFI16	CD1D
1	158955834	158972247	1	158220701	158225852	1_158955834_158972247	1_158220701_158225852	IFI16	CD1A
1	158955834	158972247	1	158301274	158301582	1_158955834_158972247	1_158301274_158301582	IFI16	CD1B
1	158955834	158972247	1	158366214	158371033	1_158955834_158972247	1_158366214_158371033	IFI16	OR10T2
1	158955834	158972247	1	158389946	158390992	1_158955834_158972247	1_158389946_158390992	IFI16	OR10K2
1	158955834	158972247	1	158515572	158518051	1_158955834_158972247	1_158515572_158518051	IFI16	OR6Y1
1	158955834	158972247	1	158532916	158533816	1_158955834_158972247	1_158532916_158533816	IFI16	OR6P1
1	158955834	158972247	1	158745645	158749877	1_158955834_158972247	1_158745645_158749877	IFI16	OR6N2
1	159681217	159685279	1	159249689	159260390	1_159681217_159685279	1_159249689_159260390	CRP	FCER1A;OR10J2P
1	159749526	159753587	1	159905502	159916307	1_159749526_159753587	1_159905502_159916307	DUSP23	IGSF9
1	159749526	159753587	1	159999853	160005078	1_159749526_159753587	1_159999853_160005078	DUSP23	PIGM
1	159768852	159774121	1	159905502	159916307	1_159768852_159774121	1_159905502_159916307	FCRL6	IGSF9
1	159768852	159774121	1	159922674	159926759	1_159768852_159774121	1_159922674_159926759	FCRL6	SLAMF9
1	159865434	159872098	1	159749526	159753587	1_159865434_159872098	1_159749526_159753587	CCDC19;hsa-mir-4259	DUSP23
1	159865434	159872098	1	159768852	159774121	1_159865434_159872098	1_159768852_159774121	CCDC19;hsa-mir-4259	FCRL6
1	159865434	159872098	1	159999853	160005078	1_159865434_159872098	1_159999853_160005078	CCDC19;hsa-mir-4259	PIGM
1	159893559	159897813	1	159749526	159753587	1_159893559_159897813	1_159749526_159753587	TAGLN2	DUSP23
1	159893559	159897813	1	159768852	159774121	1_159893559_159897813	1_159768852_159774121	TAGLN2	FCRL6
1	159893559	159897813	1	160065149	160070212	1_159893559_159897813	1_160065149_160070212	TAGLN2	IGSF8
1	159905502	159916307	1	159749526	159753587	1_159905502_159916307	1_159749526_159753587	IGSF9	DUSP23
1	159905502	159916307	1	159768852	159774121	1_159905502_159916307	1_159768852_159774121	IGSF9	FCRL6
1	159922674	159926759	1	159768852	159774121	1_159922674_159926759	1_159768852_159774121	SLAMF9	FCRL6
